Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month
C1770,28500,54,37,40,0.64,57,-4,0
C1771,41600,30,70,38,0.97,0,-18,0
C1772,34000,100,0,69,0.75,40,-17,1
C1773,62500,80,0,16,0.65,0,20,1
C1774,25000,48,77,28,0.48,33,-36,2
C1775,62200,90,45,48,0.7,65,-32,1
C1776,24000,52,79,13,0.91,23,35,0
C1777,32500,32,68,0,0.39,0,41,0
C1778,63300,84,9,7,0.75,0,-14,0
C1779,31700,65,31,26,0.96,0,-4,0
C1780,34200,53,67,78,0.68,44,20,1
C1781,44900,23,55,0,0.69,44,-6,0
C1782,20000,100,0,51,0.62,46,-90,2
C1783,47400,53,47,9,0.45,28,0,0
C1784,40700,39,90,14,0.75,25,0,0
C1785,40200,27,66,0,0.78,0,-79,0
C1786,75600,53,76,15,0.37,67,29,1
C1787,30300,58,41,0,0.61,56,20,0
C1788,39100,80,65,38,0.43,0,-10,0
C1789,21200,41,63,45,0.6,0,-15,0
C1790,21000,50,49,56,0.79,0,26,0
C1791,20000,53,26,14,0.61,0,3,0
C1792,38800,68,41,6,0.75,25,12,0
C1793,28400,3,100,7,0.85,5,19,0
C1794,39200,42,75,66,0.88,0,36,0
C1795,29800,54,36,33,0.36,9,-31,0
C1796,20000,22,100,33,0.78,48,6,0
C1797,41900,17,97,28,0.81,0,-19,0
C1798,45600,52,79,69,0.8,52,-20,0
C1799,61500,39,25,3,0.68,45,-11,0
C1800,38600,75,25,0,0.65,11,-25,0
C1801,23900,100,0,95,0.1,37,-41,2
C1802,47700,47,61,19,0.58,22,10,0
C1803,20000,83,47,6,0.73,0,25,0
C1804,32500,19,86,0,0.85,55,-21,0
C1805,58500,85,21,32,0.79,21,-30,0
C1806,46100,15,89,42,0.83,6,6,0
C1807,24700,38,46,25,0.7,0,-8,0
C1808,33800,89,25,75,0.49,0,11,0
C1809,51200,52,58,18,0.6,0,7,0
C1810,20500,23,100,21,0.43,52,35,0
C1811,34400,59,21,0,0.7,12,15,0
C1812,49300,0,77,0,0.85,1,24,0
C1813,45000,41,75,39,0.69,0,34,0
C1814,29100,73,20,67,0.79,27,0,0
C1815,44100,18,75,0,0.74,27,-22,0
C1816,37300,97,69,20,0.66,30,8,2
C1817,20000,52,46,10,0.61,0,-5,0
C1818,27200,96,0,34,0.5,14,1,0
C1819,44000,43,65,24,0.75,21,-5,0
C1820,39700,70,15,19,0.79,23,0,0
C1821,25300,16,39,19,0.81,0,38,0
C1822,27400,41,38,43,0.5,0,34,0
C1823,39200,30,47,0,0.64,4,28,0
C1824,84300,39,63,39,0.58,0,-6,0
C1825,31100,27,71,28,0.64,2,0,0
C1826,38700,0,100,0,0.65,5,10,0
C1827,25900,38,73,0,0.81,29,40,0
C1828,44700,96,70,83,0.17,58,0,2
C1829,48200,37,62,58,0.58,13,-34,1
C1830,102500,24,99,30,0.85,23,-15,0
C1831,61700,40,6,66,0.45,50,-18,3
C1832,63800,91,34,54,0.64,15,14,0
C1833,57600,47,47,0,0.8,0,31,0
C1834,30100,66,0,29,0.52,12,-20,0
C1835,30700,0,78,22,0.63,26,0,1
C1836,47900,37,33,31,0.59,29,13,0
C1837,87700,80,57,10,1.0,56,21,0
C1838,20000,51,30,39,0.63,0,19,0
C1839,31200,72,0,35,0.13,32,-27,2
C1840,20000,38,59,28,0.75,31,7,0
C1841,25900,24,100,70,0.78,12,-35,0
C1842,20000,48,0,0,0.55,1,14,0
C1843,27200,0,94,0,0.74,41,-16,0
C1844,23200,13,81,13,0.87,0,16,0
C1845,112100,70,0,29,0.62,3,-12,2
C1846,79000,34,67,17,0.64,11,-2,0
C1847,26300,66,47,0,0.38,0,0,0
C1848,21700,23,73,50,0.76,42,19,0
C1849,31700,38,85,37,0.65,36,-8,1
C1850,29300,100,0,22,0.62,0,-18,0
C1851,20000,53,64,26,0.76,22,5,0
C1852,26300,62,0,56,0.4,0,19,1
C1853,60200,61,10,32,0.53,41,-13,1
C1854,20000,56,17,34,0.56,0,26,1
C1855,69800,98,0,35,0.33,47,39,2
C1856,49900,40,82,0,0.67,25,19,0
C1857,35200,60,50,83,0.73,1,9,0
C1858,49500,36,37,16,0.86,1,34,0
C1859,41300,64,20,54,0.8,23,-27,1
C1860,31500,71,7,17,0.72,9,-38,0
C1861,32400,61,49,18,0.54,15,35,0
C1862,53600,45,43,20,0.58,34,6,0
C1863,20000,34,73,0,0.73,0,11,0
C1864,38200,63,26,43,0.56,0,-3,0
C1865,22600,87,83,100,0.41,89,-46,3
C1866,37100,87,63,73,0.59,75,-47,2
C1867,20000,32,69,0,0.64,66,-43,0
C1868,25000,30,32,35,0.72,0,-3,0
C1869,35800,16,96,25,0.62,0,-70,0
C1870,62900,63,68,0,1.0,18,30,0
C1871,37800,63,92,81,0.52,60,-15,1
C1872,27800,38,20,34,0.54,40,17,0
C1873,53000,71,0,2,0.66,29,-49,0
C1874,66600,24,46,50,0.71,32,31,1
C1875,20000,19,84,0,0.77,29,33,0
C1876,20800,51,29,17,0.77,0,0,0
C1877,37300,83,41,66,0.61,14,-24,0
C1878,59100,90,40,0,0.53,2,17,0
C1879,51200,29,60,12,0.78,0,-4,0
C1880,20800,60,52,50,0.88,24,12,0
C1881,46100,33,71,9,0.88,63,42,0
C1882,64700,96,86,6,0.37,44,-57,1
C1883,40900,41,75,0,0.6,0,-16,0
C1884,56700,1,100,12,0.73,13,19,0
C1885,98900,51,78,34,0.81,0,-20,0
C1886,20700,45,43,0,0.62,11,25,0
C1887,56900,42,85,7,0.6,0,17,0
C1888,25800,92,43,3,0.59,48,0,0
C1889,21400,49,29,3,0.67,15,-18,0
C1890,50500,100,0,100,0.69,69,-50,3
C1891,37500,94,14,36,0.66,0,-10,0
C1892,31800,38,73,25,0.72,0,-23,0
C1893,51400,59,62,26,0.71,75,-47,1
C1894,27400,27,53,0,0.6,34,22,0
C1895,34500,34,70,40,0.59,6,-26,0
C1896,20000,21,31,39,0.38,34,-39,0
C1897,45700,87,3,0,0.62,0,-1,0
C1898,29000,55,46,21,0.43,25,-18,0
C1899,46900,59,30,28,0.42,0,-17,0
C1900,35200,32,42,47,0.98,54,3,1
C1901,46700,49,28,12,0.59,24,50,0
C1902,68200,49,61,49,0.74,31,30,0
C1903,58100,0,59,0,0.76,12,3,0
C1904,59700,29,74,0,0.91,30,2,0
C1905,30900,18,60,0,0.3,31,6,0
C1906,20000,64,58,9,0.67,11,-19,0
C1907,34500,86,0,21,0.45,23,-34,2
C1908,21400,29,68,12,0.7,66,0,0
C1909,29400,32,76,0,0.88,57,0,0
C1910,27800,39,52,18,0.55,0,-2,0
C1911,20000,39,39,17,0.68,11,-12,0
C1912,22500,49,92,74,0.62,43,2,1
C1913,33300,53,74,100,0.84,62,-13,3
C1914,40300,21,98,45,0.86,18,3,0
C1915,40800,60,38,56,0.65,25,0,0
C1916,20000,35,72,21,0.58,52,36,0
C1917,35000,21,74,76,0.67,9,-28,1
C1918,42900,0,85,32,0.73,0,5,0
C1919,87200,48,63,36,0.46,1,-2,0
C1920,33100,27,95,9,0.46,11,3,0
C1921,30700,19,100,45,0.67,6,8,0
C1922,22500,2,100,46,0.83,9,20,0
C1923,20000,47,43,22,0.93,0,11,0
C1924,23500,47,78,35,0.85,0,-10,0
C1925,39400,78,3,49,0.65,38,-14,1
C1926,55600,40,53,2,0.55,19,90,0
C1927,66100,68,24,13,0.61,0,13,0
C1928,68500,73,34,63,0.95,22,-18,0
C1929,63900,7,100,52,1.0,22,-7,0
C1930,45500,29,63,0,0.55,14,-61,0
C1931,70200,48,25,0,0.69,0,-42,0
C1932,20000,39,67,63,0.89,0,-15,0
C1933,34000,55,20,0,0.85,29,-12,0
C1934,36700,19,54,63,0.77,52,-13,0
C1935,42200,50,84,33,0.5,0,-17,0
C1936,20000,100,80,85,0.48,40,16,1
C1937,32900,56,55,38,0.61,0,6,0
C1938,85600,52,87,14,0.83,39,27,1
C1939,47800,85,8,5,0.62,73,13,0
C1940,20000,25,40,17,0.77,23,-12,0
C1941,20000,8,78,11,0.62,7,2,0
C1942,85300,42,42,0,0.62,0,15,0
C1943,22500,46,34,43,0.46,18,-1,1
C1944,54900,37,39,0,0.64,25,0,0
C1945,22000,34,72,54,0.37,7,21,1
C1946,26300,94,0,30,0.5,8,-11,0
C1947,37200,77,51,45,0.43,56,13,0
C1948,56500,86,0,10,0.76,0,29,0
C1949,21400,41,78,24,0.74,4,-23,0
C1950,37500,51,42,17,0.7,54,-3,0
C1951,20100,28,52,54,0.74,56,0,0
C1952,69500,17,75,0,0.72,35,-7,0
C1953,77500,97,10,84,0.69,28,13,0
C1954,61200,56,47,13,0.62,0,-23,0
C1955,28100,100,0,100,0.72,62,34,3
C1956,43500,90,89,53,0.16,66,-12,2
C1957,71300,21,88,0,0.65,54,4,0
C1958,41100,61,73,29,0.64,80,-20,0
C1959,20000,64,35,0,0.75,6,27,0
C1960,20000,56,46,8,0.45,47,2,1
C1961,92500,44,52,8,0.66,0,21,0
C1962,42200,85,9,18,0.7,15,0,0
C1963,66200,7,94,59,0.73,46,0,1
C1964,22000,52,46,0,0.51,5,-45,0
C1965,64600,46,55,17,0.76,0,-11,0
C1966,34400,51,57,8,0.7,51,67,0
C1967,25200,69,20,0,0.54,59,-11,0
C1968,42900,13,95,23,0.8,25,14,0
C1969,28300,39,77,23,0.77,0,24,0
C1970,112300,82,44,15,0.49,17,-9,0
C1971,45900,94,12,7,0.9,30,-61,0
C1972,26300,51,46,70,0.71,22,-59,1
C1973,26000,0,93,0,0.61,24,17,0
C1974,32100,37,62,59,0.5,59,-17,0
C1975,81600,95,0,4,0.56,25,12,0
C1976,20000,41,63,66,0.32,52,-55,2
C1977,129100,59,54,7,0.94,9,-5,0
C1978,28200,60,14,0,0.79,69,10,0
C1979,30400,11,85,15,0.5,0,-11,1
C1980,99500,87,0,62,0.56,42,-9,1
C1981,34200,24,100,0,0.85,7,0,0
C1982,36800,28,55,0,0.36,22,4,1
C1983,35300,35,75,4,0.73,42,-10,0
C1984,34300,89,17,6,0.7,0,-24,0
C1985,22400,38,66,15,0.64,24,-28,0
C1986,25800,94,2,9,0.5,15,60,0
C1987,35400,22,78,0,1.0,35,-8,0
C1988,61400,37,63,39,0.61,9,0,0
C1989,38100,7,100,0,0.46,0,36,0
C1990,86500,18,90,25,0.48,31,-16,0
C1991,26700,76,20,3,0.77,0,-7,0
C1992,31300,44,61,2,0.57,0,-50,0
C1993,28100,39,73,1,0.42,5,-12,0
C1994,53500,64,13,1,0.74,0,0,0
C1995,20000,38,44,19,0.59,15,22,0
C1996,20000,68,13,0,0.75,0,-8,0
C1997,57500,77,15,47,0.34,48,-28,2
C1998,31800,79,7,24,1.0,39,16,0
C1999,26700,40,70,23,0.57,2,0,0
C2000,61200,38,57,68,0.71,4,-1,0
C2001,53700,41,29,3,0.72,19,12,0
C2002,29000,28,56,61,0.88,14,63,0
C2003,35000,47,15,41,0.2,29,-21,2
C2004,37200,25,34,0,0.77,0,-27,0
C2005,30300,61,41,0,0.98,0,-16,0
C2006,20000,88,25,5,0.54,28,-19,0
C2007,28800,61,5,0,0.51,35,18,0
C2008,20000,79,10,2,0.73,28,-2,0
C2009,22600,90,0,31,0.84,7,13,0
C2010,36000,65,13,10,0.67,0,-40,0
C2011,60500,0,69,10,0.49,45,1,0
C2012,31900,84,58,7,0.85,0,-3,0
C2013,20000,27,97,40,0.45,33,11,2
C2014,22500,26,80,9,0.66,9,35,0
C2015,33800,57,24,0,0.72,0,18,0
C2016,58600,37,58,0,0.75,66,10,0
C2017,20000,32,59,15,0.74,31,12,0
C2018,45700,22,72,62,0.24,59,-1,1
C2019,20900,89,0,56,0.59,0,-1,0
C2020,54200,30,61,17,0.53,59,53,0
C2021,28200,86,0,58,0.72,40,31,2
C2022,31700,27,81,83,0.73,20,-7,0
C2023,31400,94,0,100,0.67,78,-6,2
C2024,20000,94,15,36,0.84,16,34,0
C2025,25400,74,20,17,0.71,53,24,0
C2026,48700,32,85,27,0.76,18,-20,0
C2027,20000,25,78,0,0.86,61,-57,0
C2028,55400,100,94,79,0.1,65,-52,3
C2029,22800,49,37,25,0.49,19,14,0
C2030,27600,60,67,0,0.67,0,-2,0
C2031,72600,90,7,51,0.59,0,-29,0
C2032,59300,57,2,43,0.83,15,5,0
C2033,25200,16,76,0,0.78,0,-11,0
C2034,35600,34,77,81,0.26,58,-65,3
C2035,31400,32,81,7,0.77,3,15,0
C2036,45600,45,100,27,0.48,25,4,0
C2037,60500,78,0,35,0.33,0,17,0
C2038,54500,39,77,28,0.75,27,-34,0
C2039,20000,22,86,0,0.81,48,-4,0
C2040,31700,29,96,70,0.83,0,-29,0
C2041,47500,67,42,5,0.47,46,31,1
C2042,20000,25,59,69,0.49,0,-22,0
C2043,20300,82,23,55,0.95,23,38,0
C2044,27800,90,41,1,0.77,57,11,0
C2045,33600,59,45,72,0.63,68,-43,1
C2046,48300,45,53,23,0.41,6,45,0
C2047,34700,37,48,0,0.67,7,53,0
C2048,21400,80,24,19,0.93,4,-28,0
C2049,25100,100,0,21,0.85,0,66,0
C2050,25000,0,100,25,0.83,42,-5,0
C2051,24500,34,85,46,0.66,23,5,0
C2052,37200,50,48,36,0.89,13,-17,0
C2053,35000,93,18,32,0.71,17,-17,0
C2054,52500,50,73,100,0.44,74,-32,2
C2055,24600,63,84,25,0.38,14,-37,1
C2056,58400,18,100,0,0.8,20,51,0
C2057,20000,50,80,24,0.76,8,-15,0
C2058,20700,83,5,0,0.74,16,-11,0
C2059,37400,69,18,14,0.53,4,-61,0
C2060,38100,62,52,49,0.57,3,18,0
C2061,20000,34,84,33,0.66,1,-50,0
C2062,34200,61,33,13,0.5,10,14,0
C2063,46500,60,51,75,0.64,15,-18,1
C2064,29800,36,52,10,0.79,6,-16,0
C2065,26100,48,55,7,0.78,27,8,0
C2066,34600,85,5,59,0.51,49,-24,1
C2067,36700,54,42,36,0.69,24,41,0
C2068,25100,39,84,0,1.0,0,-11,0
C2069,20000,92,9,43,1.0,3,9,0
C2070,22200,23,29,0,0.64,0,-23,0
C2071,60200,60,22,11,0.85,58,-16,0
C2072,34600,39,52,1,0.48,7,-44,0
C2073,21400,85,19,72,0.5,0,6,0
C2074,28500,0,66,40,0.44,33,29,1
C2075,20000,91,13,15,0.51,53,8,1
C2076,35800,92,77,20,0.68,52,18,1
C2077,50100,92,0,7,0.87,0,2,0
C2078,37200,41,53,0,0.68,0,-38,0
C2079,42400,99,0,100,0.54,65,-43,3
C2080,36400,34,57,27,0.46,35,24,0
C2081,39900,97,8,0,0.58,0,-12,0
C2082,45300,61,59,61,0.86,25,30,0
C2083,91800,49,41,33,0.45,0,-3,0
C2084,31600,76,1,48,0.58,58,-8,2
C2085,37700,61,63,0,0.53,0,-2,0
C2086,22900,26,71,1,0.7,38,73,0
C2087,34900,44,58,14,0.45,21,16,0
C2088,41400,51,17,66,0.58,16,-24,0
C2089,20000,4,54,53,0.52,29,-21,1
C2090,55600,16,62,55,0.69,0,-2,0
C2091,31000,54,25,18,0.38,20,18,0
C2092,22500,85,85,67,0.55,59,-11,2
C2093,30300,11,93,0,0.64,16,-2,0
C2094,84000,35,20,58,0.77,25,-11,0
C2095,90200,67,15,37,0.71,17,13,0
C2096,60900,21,48,55,0.66,52,-41,1
C2097,56800,40,41,0,0.53,12,12,0
C2098,20000,77,19,40,0.78,0,22,0
C2099,31300,33,96,67,0.6,32,-15,1
C2100,25000,80,0,0,0.54,0,26,0
C2101,27100,75,68,100,0.19,52,11,2
C2102,22100,77,30,0,0.35,29,3,0
C2103,24900,0,100,3,0.83,15,18,0
C2104,47200,100,0,8,0.52,18,27,0
C2105,31500,84,4,0,0.79,4,-2,1
C2106,42600,57,26,27,0.76,18,3,0
C2107,20000,85,0,26,0.66,7,-29,1
C2108,21400,66,53,97,0.42,45,-18,2
C2109,40900,74,44,48,0.74,15,20,0
C2110,20000,100,0,78,0.63,76,-16,3
C2111,45400,100,3,72,0.74,11,-15,0
C2112,20000,12,100,53,1.0,2,24,0
C2113,47800,69,61,14,0.82,0,14,0
C2114,73400,66,22,57,0.66,37,28,1
C2115,46900,40,46,31,0.72,13,39,0
C2116,43900,47,39,20,0.86,17,22,0
C2117,34800,71,12,22,0.72,23,-27,0
C2118,36800,85,0,24,0.73,0,-10,0
C2119,24900,76,15,0,0.77,3,-23,0
C2120,24200,10,84,50,0.52,17,-52,1
C2121,25600,30,74,67,0.29,59,5,1
C2122,29800,12,55,1,0.57,0,-5,0
C2123,20000,39,26,41,0.77,35,-19,2
C2124,44200,46,41,72,0.69,1,-19,0
C2125,74300,72,0,100,0.22,73,-27,3
C2126,20000,91,28,38,0.62,0,-26,0
C2127,24900,21,96,64,0.88,0,-41,0
C2128,47100,0,100,27,0.77,17,-5,0
C2129,33700,70,85,59,0.52,27,-11,1
C2130,64100,51,48,38,0.53,0,22,0
C2131,63100,83,56,45,0.82,0,-9,0
C2132,20000,32,81,0,0.46,0,19,0
C2133,27700,11,75,31,0.59,14,-5,0
C2134,20000,31,78,0,0.61,20,-1,0
C2135,83500,63,70,0,0.84,6,-20,0
C2136,74300,62,13,0,0.29,52,3,1
C2137,25300,72,13,25,0.72,9,-21,0
C2138,35000,0,100,0,0.76,26,3,0
C2139,37100,52,74,28,0.73,55,-16,0
C2140,40100,56,26,15,0.25,22,-30,1
C2141,20000,45,85,77,0.67,51,0,1
C2142,40500,53,63,16,0.68,67,-10,0
C2143,20000,59,21,0,0.73,0,-5,0
C2144,20000,15,96,36,0.63,19,13,0
C2145,32100,56,38,19,0.82,7,8,0
C2146,22300,81,72,14,0.42,21,-3,1
C2147,20000,44,51,19,0.78,11,7,0
C2148,42700,61,32,0,0.69,0,-15,0
C2149,20000,100,0,32,0.5,72,-16,0
C2150,20000,87,19,47,0.56,57,-9,1
C2151,42600,66,31,43,0.76,30,12,0
C2152,73900,0,94,8,0.77,41,0,0
C2153,24600,67,24,27,0.96,65,-30,0
C2154,56900,51,46,32,0.64,37,23,1
C2155,92100,52,68,0,0.34,6,-27,0
C2156,20000,31,54,0,0.46,10,7,0
C2157,35300,70,20,0,0.83,0,17,0
C2158,35800,75,0,0,0.69,14,-30,0
C2159,20000,35,73,45,0.6,0,-16,0
C2160,29700,47,35,0,0.73,17,11,0
C2161,31900,32,51,0,0.58,70,-8,0
C2162,90000,1,100,39,0.72,0,-33,0
C2163,95900,52,71,36,0.74,9,17,0
C2164,22800,45,87,58,0.61,37,-13,1
C2165,63000,22,91,0,0.67,0,-17,0
C2166,51800,82,6,100,0.3,90,20,3
C2167,47000,10,71,3,0.75,0,16,0
C2168,56800,38,68,48,0.76,3,3,0
C2169,26500,93,0,76,0.54,0,-23,0
C2170,84800,49,36,5,0.83,0,-13,0
C2171,52300,45,31,26,0.97,10,-7,0
C2172,32800,63,32,0,0.52,39,-3,0
C2173,20000,45,53,20,0.68,35,24,0
C2174,65600,67,9,22,0.73,22,24,1
C2175,27800,55,64,0,0.64,0,0,0
C2176,26200,69,98,31,0.52,83,-39,1
C2177,20000,57,30,20,0.44,51,-19,0
C2178,40000,59,60,7,0.75,5,-1,0
C2179,51000,45,59,19,0.66,0,11,0
C2180,23100,40,47,43,0.93,21,24,0
C2181,58200,46,40,34,0.83,42,-3,0
C2182,47800,59,25,0,0.7,37,-13,0
C2183,57600,44,43,6,0.88,31,10,0
C2184,21900,39,42,1,0.48,63,-32,0
C2185,38100,10,57,44,0.97,0,7,0
C2186,23200,88,77,48,0.55,82,-19,2
C2187,20000,89,0,23,0.65,10,15,1
C2188,27500,27,87,56,0.6,13,0,0
C2189,20000,28,27,20,0.58,52,14,1
C2190,37800,14,89,17,0.73,0,46,0
C2191,96800,89,0,33,0.59,25,-36,0
C2192,43800,100,73,66,0.66,53,-38,2
C2193,67200,66,46,0,0.71,37,13,0
C2194,39100,42,51,27,1.0,0,-1,0
C2195,33500,60,39,0,0.53,39,54,0
C2196,20000,55,29,0,0.61,0,15,0
C2197,36400,78,32,27,0.64,44,-2,0
C2198,20000,50,87,79,0.63,35,-2,1
C2199,24800,18,96,0,0.78,0,-4,0
C2200,36500,61,41,30,0.86,0,-15,0
C2201,20000,62,77,90,0.72,34,-49,3
C2202,78200,56,18,7,0.61,23,-26,0
C2203,23500,35,90,0,0.46,22,10,0
C2204,32100,43,88,0,0.78,32,3,0
C2205,20000,83,7,56,0.81,17,5,0
C2206,41100,99,0,43,0.5,58,-53,2
C2207,25700,47,22,0,0.94,23,18,0
C2208,54200,100,0,52,0.54,28,4,1
C2209,47900,63,25,45,0.78,60,-62,0
C2210,36500,20,70,73,0.23,51,-28,2
C2211,27200,61,32,10,0.65,0,29,0
C2212,57200,85,0,33,0.52,18,-24,1
C2213,55700,40,75,36,0.81,10,32,0
C2214,42100,69,0,41,0.23,46,-56,2
C2215,34000,34,74,33,0.79,4,-26,0
C2216,93300,80,0,33,0.88,0,14,0
C2217,132400,88,11,36,0.71,6,-68,1
C2218,58400,93,0,10,0.87,0,-41,0
C2219,74200,100,0,40,0.68,29,-11,1
C2220,22900,0,100,3,0.91,71,-14,0
C2221,57300,43,100,0,0.77,2,-9,0
C2222,40200,26,95,0,0.71,38,-32,0
C2223,34400,46,50,41,0.85,24,2,0
C2224,56600,29,76,17,0.72,52,-44,0
C2225,33900,89,11,17,0.8,0,19,0
C2226,27900,39,62,63,0.71,0,-6,0
C2227,20000,0,82,36,0.69,4,28,0
C2228,30600,46,60,49,0.76,22,14,0
C2229,49300,35,66,34,0.62,0,-17,0
C2230,209500,61,17,16,0.61,0,-21,0
C2231,30800,16,98,0,0.5,0,44,0
C2232,25900,19,86,10,0.68,0,-6,0
C2233,67200,96,73,47,0.28,57,-24,2
C2234,67700,81,21,41,0.31,23,-62,1
C2235,46400,57,34,42,0.63,0,18,0
C2236,60800,66,28,48,0.87,12,-6,0
C2237,24000,35,48,26,0.73,0,-35,1
C2238,67800,44,24,15,0.82,36,-3,0
C2239,33700,16,78,0,0.87,0,5,0
C2240,40100,79,7,45,0.82,8,6,0
C2241,28100,40,30,64,0.41,32,-13,1
C2242,51400,53,68,0,0.71,27,-17,0
C2243,61400,25,81,49,0.71,60,16,0
C2244,21900,86,81,79,0.25,71,-72,3
C2245,33600,46,79,49,0.74,29,-8,1
C2246,23900,31,41,20,0.84,15,48,0
C2247,20000,44,62,15,0.7,59,-13,0
C2248,32700,8,86,13,0.4,62,9,1
C2249,36200,16,63,23,0.5,0,-2,0
C2250,37300,68,45,22,0.4,6,0,0
C2251,101200,33,76,0,0.82,12,9,0
C2252,58700,88,0,31,0.49,62,-36,2
C2253,34300,15,76,16,0.6,25,-9,0
C2254,57800,86,52,29,0.55,28,-13,1
C2255,25400,96,1,18,0.58,48,-26,1
C2256,22000,80,26,0,0.79,26,-51,0
C2257,20100,84,6,23,0.44,67,-31,0
C2258,35100,48,64,20,0.69,18,44,0
C2259,20000,60,57,53,0.64,10,-3,0
C2260,63400,59,57,44,0.74,15,8,0
C2261,20000,19,100,46,0.59,5,18,0
C2262,20000,12,58,55,0.68,0,-9,0
C2263,36700,60,86,22,0.31,38,-33,1
C2264,20500,14,100,3,0.82,16,44,0
C2265,39600,100,0,11,0.78,0,6,0
C2266,20000,46,66,9,0.7,8,9,0
C2267,44700,24,91,2,0.81,0,-12,0
C2268,52000,5,78,18,0.56,2,9,0
C2269,33900,42,12,0,0.81,52,20,0
C2270,20000,0,100,6,0.57,30,-30,0
C2271,31700,90,45,0,0.69,0,-11,0
C2272,31800,73,6,0,0.81,0,20,0
C2273,30100,55,40,59,0.85,28,10,0
C2274,20900,28,77,12,1.0,28,-31,0
C2275,48400,66,23,40,0.64,30,-32,2
C2276,20000,11,100,34,0.65,23,25,0
C2277,24100,31,79,20,0.77,29,-13,0
C2278,57100,63,23,46,0.56,20,32,0
C2279,68700,81,18,28,0.78,42,-25,0
C2280,37400,11,100,0,0.81,15,17,0
C2281,24300,64,32,21,0.81,0,-13,0
C2282,20400,100,26,18,0.73,15,0,0
C2283,28600,93,0,0,0.74,0,48,0
C2284,56500,35,55,0,0.79,6,13,0
C2285,35200,62,48,12,0.64,8,-7,0
C2286,31600,24,71,17,0.62,0,5,0
C2287,26900,82,0,97,0.46,83,-28,3
C2288,20000,49,31,56,1.0,6,-25,0
C2289,27300,0,100,42,0.72,13,40,0
C2290,32600,87,9,17,0.85,50,16,0
C2291,23000,43,65,36,0.78,30,2,0
C2292,70400,81,0,0,0.88,34,5,0
C2293,30800,95,0,23,0.71,12,-12,0
C2294,54600,33,60,76,0.63,7,14,0
C2295,20000,90,0,0,0.55,66,26,0
C2296,56700,40,70,26,1.0,12,-32,0
C2297,53600,88,32,68,0.49,64,33,0
C2298,37700,42,52,10,0.62,0,-7,0
C2299,38400,26,47,0,0.92,22,40,0
C2300,26500,68,59,15,0.68,15,-29,0
C2301,27600,88,0,13,0.62,28,-54,1
C2302,20000,0,92,31,0.53,45,-9,0
C2303,20000,25,66,21,0.89,0,23,0
C2304,23700,32,81,4,0.79,19,0,0
C2305,37600,27,99,23,0.49,50,-48,2
C2306,65800,40,51,26,0.6,10,27,0
C2307,54300,80,0,31,0.58,0,31,0
C2308,20000,26,68,0,0.95,28,-14,0
C2309,57700,39,71,9,0.67,2,-75,0
C2310,51000,68,36,31,0.73,68,13,0
C2311,20000,100,5,0,0.83,39,-27,0
C2312,26900,40,59,7,0.5,66,-8,1
C2313,25700,97,33,34,0.81,35,-34,0
C2314,27800,55,52,48,1.0,0,15,0
C2315,99100,67,0,83,0.67,90,-41,3
C2316,86500,19,97,0,1.0,50,6,0
C2317,47800,61,74,18,0.73,29,-9,0
C2318,25000,34,32,19,0.8,1,34,0
C2319,20000,26,77,44,0.74,27,2,0
C2320,34100,77,27,31,0.89,0,-20,0
C2321,65300,100,81,38,0.3,59,23,2
C2322,23700,25,100,15,0.74,27,-4,0
C2323,43600,47,20,59,0.64,47,10,0
C2324,35900,49,42,32,0.78,7,-37,0
C2325,30600,48,42,45,0.77,36,-72,1
C2326,66500,99,0,28,0.53,54,-22,2
C2327,56700,20,47,50,0.66,0,13,1
C2328,30500,25,57,47,0.62,18,34,0
C2329,47100,55,45,68,0.56,36,-2,0
C2330,29200,31,61,3,0.8,0,-21,0
C2331,20000,99,4,58,0.75,14,-12,0
C2332,33300,94,2,73,0.6,0,-6,0
C2333,20000,51,76,0,0.87,21,-45,0
C2334,20000,52,40,34,0.64,2,0,0
C2335,25400,51,82,63,0.74,0,-13,0
C2336,50500,20,89,8,0.57,6,-23,0
C2337,23600,96,0,8,0.61,36,-14,0
C2338,62000,69,15,0,0.7,0,-14,0
C2339,35600,18,60,25,0.71,32,14,0
C2340,20000,20,90,33,0.76,0,-15,0
C2341,55900,30,60,6,0.43,25,16,0
C2342,139500,71,55,14,0.7,14,50,0
C2343,23400,33,61,0,1.0,46,-7,0
C2344,40800,30,58,0,0.87,37,14,0
C2345,20000,67,91,50,0.37,27,-10,2
C2346,47600,62,22,15,0.64,4,30,0
C2347,21500,80,40,53,0.54,0,36,0
C2348,49700,43,47,0,0.65,0,-47,0
C2349,77300,50,36,24,1.0,13,-14,0
C2350,85000,5,100,0,0.82,27,-37,0
C2351,20000,32,80,0,0.63,38,-29,0
C2352,46300,75,8,76,0.25,62,43,2
C2353,39700,51,33,27,0.75,20,-48,0
C2354,96900,54,46,74,0.68,35,43,1
C2355,40600,59,19,79,0.64,0,-23,0
C2356,20000,72,15,6,0.67,29,7,0
C2357,25400,54,80,58,0.73,76,-71,2
C2358,31900,23,100,14,0.73,50,-17,0
C2359,42200,48,46,21,0.85,71,-18,0
C2360,24700,56,40,0,0.65,8,25,0
